SORT,File,Accession Number,Title,Contact Information,Creator,Contributors,Subject,Credit,Description,Notes,Publisher,Date,Type,Format,Extent,Medium,Identifier,Source,Source URL,Language,Relation,Coverage-Spatial,Coverage-Temporal,Rights
741,1984.189.741.jp2,1984.189.741,Warren Easton Eagles baseball team,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,"View of a boys baseball team wearing an  ""Eagles"" shirt, except for the coach at the left. ",,,Ca. 1955,Image,glass plate negatives group portraits,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221457,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
742,1984.189.742.jp2,1984.189.742,Two young women by a fountain  or reflecting pool.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221458,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
743,1984.189.743.jp2,1984.189.743,Students,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,View of five young women and two men holding books outside a high school or university.,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221459,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
744,1984.189.744.jp2,1984.189.744,Young man in a canoe.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221460,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
745,1984.189.745.jp2,1984.189.745,Three young women in a bamboo grove drinking bottled soda.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221461,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
746,1984.189.746.jp2,1984.189.746,Three young women in a bamboo grove drinking bottled soda.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221462,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
747,1984.189.747.jp2,1984.189.747,"Girl with a parasol and book, reclining in a wooded landscape",louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221463,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
748,1984.189.748.jp2,1984.189.748,Three young women playing softball on the beach.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,"View probably was made at Grand Isle, Jefferson Parish.",,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221464,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
749,1984.189.749.jp2,1984.189.749,Three girls wearing bathing suits and posing with exercise rings on the beach.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,"View was probably made at Grand Isle, Jefferson Parish.",,,Between 1930 and 1950,Image,glass plate negatives group portraits,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221465,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
750,1984.189.750.jp2,1984.189.750,Portrait of two young women posing with a basket of flowers.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives group portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221467,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
751,1984.189.751.jp2,1984.189.751,Male and female members of the Warren Easton High School marching band.,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,View of marching band members in uniform and looking a sheet music;  the boy holds a flute.,,,Between 1930 and 1950,Image,glass plate negatives group portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221468,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
752,1984.189.752.jp2,1984.189.752,Reclining woman with pitchfork,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/221469,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
753,1984.189.753.jp2,1984.189.753,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225664,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
754,1984.189.754.jp2,1984.189.754,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225665,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
755,1984.189.755.jp2,1984.189.755,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225666,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
756,1984.189.756.jp2,1984.189.756,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225667,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
757,1984.189.757.jp2,1984.189.757,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225668,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
758,1984.189.758.jp2,1984.189.758,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225669,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
759,1984.189.759.jp2,1984.189.759,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225670,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
760,1984.189.760.jp2,1984.189.760,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225671,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
761,1984.189.761.jp2,1984.189.761,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225672,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
762,1984.189.762.jp2,1984.189.762,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225673,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
763,1984.189.763.jp2,1984.189.763,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225674,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
764,1984.189.764.jp2,1984.189.764,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225675,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
765,1984.189.765.jp2,1984.189.765,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225676,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
766,1984.189.766.jp2,1984.189.766,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225677,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
767,1984.189.767.jp2,1984.189.767,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225678,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
768,1984.189.768.jp2,1984.189.768,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225679,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
769,1984.189.769.jp2,1984.189.769,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225680,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
770,1984.189.770.jp2,1984.189.770,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225681,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
771,1984.189.771.jp2,1984.189.771,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225682,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
772,1984.189.772.jp2,1984.189.772,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225683,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
773,1984.189.773.jp2,1984.189.773,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225684,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
774,1984.189.774.jp2,1984.189.774,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225685,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
775,1984.189.775.jp2,1984.189.775,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225686,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
776,1984.189.776.jp2,1984.189.776,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225687,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
777,1984.189.777.jp2,1984.189.777,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225688,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
778,1984.189.778.jp2,1984.189.778,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225689,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
779,1984.189.779.jp2,1984.189.779,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225690,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
780,1984.189.780.jp2,1984.189.780,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225691,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
781,1984.189.781.jp2,1984.189.781,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225692,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
782,1984.189.782.jp2,1984.189.782,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225693,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
783,1984.189.783.jp2,1984.189.783,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225694,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
784,1984.189.784.jp2,1984.189.784,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225695,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
785,1984.189.785.jp2,1984.189.785,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225696,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
786,1984.189.786.jp2,1984.189.786,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225697,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
787,1984.189.787.jp2,1984.189.787,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225698,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
788,1984.189.788.jp2,1984.189.788,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225699,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
789,1984.189.789.jp2,1984.189.789,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225700,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
790,1984.189.790.jp2,1984.189.790,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225701,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
791,1984.189.791.jp2,1984.189.791,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225702,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
792,1984.189.792.jp2,1984.189.792,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225703,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
793,1984.189.793.jp2,1984.189.793,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225704,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
794,1984.189.794.jp2,1984.189.794,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225705,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
795,1984.189.795.jp2,1984.189.795,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225706,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
796,1984.189.796.jp2,1984.189.796,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225707,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
797,1984.189.797.jp2,1984.189.797,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225708,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
798,1984.189.798.jp2,1984.189.798,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225709,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
799,1984.189.799.jp2,1984.189.799,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225710,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
800,1984.189.800.jp2,1984.189.800,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225711,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
801,1984.189.801.jp2,1984.189.801,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225712,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
802,1984.189.802.jp2,1984.189.802,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225713,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
