Identifier	Child 	Directory	File Name	Title	Name (Creator)	Name (Contributor)	Publisher	Date Created	Date Captured	Subject (Topic)	Subject (Name)	Subject (Geographic)	Subject (Temporal)	Description	Content Note	Type of Resource	Genre	Internet Media Type	Extent	Language	Source	Digital Collection	Relation	Repository Collection Guide	Location (OCLC Member Symbol)	Location (Physical Location)	Location (Institution Web Site)	Location (Department)	Rights	Contact Information	Preferred Citation	Item Number	Record Creation Date	Record Change Date	Cataloged By	Digitized By	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)
11			3225011_Virgin Long Leaf Pine Near Bogalusa.jpg	Virgin Long Leaf Pine Near Bogalusa	Great Southern Lumber Company			1924-1938	11/19/2015	Longleaf pine--Louisiana.; Trees--Louisiana		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225011	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1422x2029	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	743 KB	Epson 10000XL/Epson Scan
12			3225012_Natural Slash Pine Reproduction About 15 years old.jpg	Natural Slash Pine Reproduction About 15 years old	Great Southern Lumber Company			1924-1938	11/19/2015	Slash pine--Louisiana--Bogalusa.; Trees--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225012	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	3347x2162	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1474 KB	Epson 10000XL/Epson Scan
13			3225013_Log Unloader.jpg	Log Unloader	Great Southern Lumber Company			1924-1938	11/19/2015	Logging--Louisiana--Bogalusa.; Log driving--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225013	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	3029x2138	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	877 KB	Epson 10000XL/Epson Scan
14			3225014_Log Pond.jpg	Log Pond	Great Southern Lumber Company			1924-1938	11/19/2015	Logging--Louisiana--Bogalusa.; Log driving--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225014	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2057x1428	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	637 KB	Epson 10000XL/Epson Scan
15			3225015_Sawmill.jpg	Sawmill	Great Southern Lumber Company			1924-1938	11/19/2015	Sawmills--Louisiana--Bogalusa.; Log driving--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225015	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	3360x2165	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	841 KB	Epson 10000XL/Epson Scan
16			3225016_Slab Conveyor From Barking Drum to Chipper.jpg	Slab Conveyor From Barking Drum to Chipper	Great Southern Lumber Company			1924-1938	11/19/2015	Conveyor belts--Louisiana--Bogalusa.; Logging--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225016	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1443x2055	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	517 KB	Epson 10000XL/Epson Scan
17			3225017_View of Timber Docks.jpg	View of Timber Docks	Great Southern Lumber Company			1924-1938	11/19/2015	Docks--Louisiana--Bogalusa.; Timber--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225017	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2006x1406	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	451 KB	Epson 10000XL/Epson Scan
18			3225018_Lumber Yard.jpg	Lumber Yard	Great Southern Lumber Company			1924-1938	11/19/2015	Lumber-yards--Louisiana--Bogalusa.; Lumber--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225018	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2018x1418	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	491 KB	Epson 10000XL/Epson Scan
19			3225019_Fourdrinier Machine.jpg	Fourdrinier Machine	Great Southern Lumber Company			1924-1938	11/19/2015	Paper--Drying--Louisiana--Bogalusa.; Paper mills--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225019	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2035x1407	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	409 KB	Epson 10000XL/Epson Scan
20			3225020_Kraft Mill Storage Room.jpg	Kraft Mill Storage Room	Great Southern Lumber Company			1924-1938	11/19/2015	Storage facilities--Louisiana--Bogalusa.; Bogalusa Paper Company.; Paper mills--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225020	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2027x1437	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	413 KB	Epson 10000XL/Epson Scan
21			3225021_Kraft Mill Storage Room.jpg	Kraft Mill Storage Room	Great Southern Lumber Company			1924-1938	11/19/2015	Storage facilities--Louisiana--Bogalusa.; Bogalusa Paper Company.; Paper mills--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225021	1988-11	2016-02	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2049x1412	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	401 KB	Epson 10000XL/Epson Scan
22			3225022_Young Men's Chrisitian Association.jpg	Young Men's Chrisitian Association	Great Southern Lumber Company			1924-1938	11/19/2015	"Young Men's Christian Association (Bogalusa, La.).; Nonprofit organizations--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225022	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	3347x2185	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1052 KB	Epson 10000XL/Epson Scan
